id,text,missing_auth,missing_authz,missing_encryption,missing_validation,missing_audit,missing_ratelimit,category,is_augmented
74_aug_221,The system shall Critical system 6 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
75,API to fetch details for item 2.,0,1,0,0,0,1,api_endpoint,0
75_aug_222,Ensure that API to fetch details for item 2. (Variation 1),0,1,0,0,0,1,api_endpoint,1
75_aug_223,It is required to API to fetch details for item 2. (Variation 2),0,1,0,0,0,1,api_endpoint,1
75_aug_224,The system shall API to fetch details for item 2. (Variation 3),0,1,0,0,0,1,api_endpoint,1
76,Admin tool to modify transaction 14.,1,1,0,1,1,0,admin_function,0
76_aug_225,Ensure that Admin tool to modify transaction 14. (Variation 1),1,1,0,1,1,0,admin_function,1
76_aug_226,It is required to Admin tool to modify transaction 14. (Variation 2),1,1,0,1,1,0,admin_function,1
76_aug_227,The system shall Admin tool to modify transaction 14. (Variation 3),1,1,0,1,1,0,admin_function,1
77,API to fetch details for item 23.,0,1,0,0,0,1,api_endpoint,0
77_aug_228,Ensure that API to fetch details for item 23. (Variation 1),0,1,0,0,0,1,api_endpoint,1
77_aug_229,It is required to API to fetch details for item 23. (Variation 2),0,1,0,0,0,1,api_endpoint,1
77_aug_230,The system shall API to fetch details for item 23. (Variation 3),0,1,0,0,0,1,api_endpoint,1
78,Critical system 1 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
78_aug_231,Ensure that Critical system 1 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
78_aug_232,It is required to Critical system 1 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
78_aug_233,The system shall Critical system 1 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
79,Implement a custom crypto algorithm to store passwords.,0,0,1,0,0,0,authentication,0
79_aug_234,Ensure that Implement a custom crypto algorithm to store passwords. (Variation 1),0,0,1,0,0,0,authentication,1
79_aug_235,It is required to Implement a custom crypto algorithm to store passwords. (Variation 2),0,0,1,0,0,0,authentication,1
79_aug_236,The system shall Implement a custom crypto algorithm to store passwords. (Variation 3),0,0,1,0,0,0,authentication,1
80,Refactor the navigation bar CSS.,0,0,0,0,0,0,user_interface,0
80_aug_237,Ensure that Refactor the navigation bar CSS. (Variation 1),0,0,0,0,0,0,user_interface,1
80_aug_238,It is required to Refactor the navigation bar CSS. (Variation 2),0,0,0,0,0,0,user_interface,1
80_aug_239,The system shall Refactor the navigation bar CSS. (Variation 3),0,0,0,0,0,0,user_interface,1
81,Admin page to view system logs.,1,1,0,0,0,0,admin_function,0
81_aug_240,Ensure that Admin page to view system logs. (Variation 1),1,1,0,0,0,0,admin_function,1
81_aug_241,It is required to Admin page to view system logs. (Variation 2),1,1,0,0,0,0,admin_function,1
81_aug_242,The system shall Admin page to view system logs. (Variation 3),1,1,0,0,0,0,admin_function,1
82,API to fetch details for item 30.,0,1,0,0,0,1,api_endpoint,0
82_aug_243,Ensure that API to fetch details for item 30. (Variation 1),0,1,0,0,0,1,api_endpoint,1
82_aug_244,It is required to API to fetch details for item 30. (Variation 2),0,1,0,0,0,1,api_endpoint,1
82_aug_245,The system shall API to fetch details for item 30. (Variation 3),0,1,0,0,0,1,api_endpoint,1
83,Critical system 31 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
83_aug_246,Ensure that Critical system 31 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
83_aug_247,It is required to Critical system 31 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
83_aug_248,The system shall Critical system 31 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
84,API to fetch details for item 1.,0,1,0,0,0,1,api_endpoint,0
84_aug_249,Ensure that API to fetch details for item 1. (Variation 1),0,1,0,0,0,1,api_endpoint,1
84_aug_250,It is required to API to fetch details for item 1. (Variation 2),0,1,0,0,0,1,api_endpoint,1
84_aug_251,The system shall API to fetch details for item 1. (Variation 3),0,1,0,0,0,1,api_endpoint,1
85,API to fetch details for item 0.,0,1,0,0,0,1,api_endpoint,0
85_aug_252,Ensure that API to fetch details for item 0. (Variation 1),0,1,0,0,0,1,api_endpoint,1
85_aug_253,It is required to API to fetch details for item 0. (Variation 2),0,1,0,0,0,1,api_endpoint,1
85_aug_254,The system shall API to fetch details for item 0. (Variation 3),0,1,0,0,0,1,api_endpoint,1
86,Healthcare patient management system with external API access.,1,1,1,1,1,1,integration,0
86_aug_255,Ensure that Healthcare patient management system with external API access. (Variation 1),1,1,1,1,1,1,integration,1
86_aug_256,It is required to Healthcare patient management system with external API access. (Variation 2),1,1,1,1,1,1,integration,1
86_aug_257,The system shall Healthcare patient management system with external API access. (Variation 3),1,1,1,1,1,1,integration,1
87,Admin tool to modify transaction 30.,1,1,0,1,1,0,admin_function,0
87_aug_258,Ensure that Admin tool to modify transaction 30. (Variation 1),1,1,0,1,1,0,admin_function,1
87_aug_259,It is required to Admin tool to modify transaction 30. (Variation 2),1,1,0,1,1,0,admin_function,1
87_aug_260,The system shall Admin tool to modify transaction 30. (Variation 3),1,1,0,1,1,0,admin_function,1
88,Build a public endpoint that accepts SQL queries in JSON to return specific table data.,1,1,1,1,1,1,api_endpoint,0
88_aug_261,Ensure that Build a public endpoint that accepts SQL queries in JSON to return specific table data. (Variation 1),1,1,1,1,1,1,api_endpoint,1
88_aug_262,It is required to Build a public endpoint that accepts SQL queries in JSON to return specific table data. (Variation 2),1,1,1,1,1,1,api_endpoint,1
88_aug_263,The system shall Build a public endpoint that accepts SQL queries in JSON to return specific table data. (Variation 3),1,1,1,1,1,1,api_endpoint,1
89,Scroll to top when the button is clicked.,0,0,0,0,0,0,user_interface,0
89_aug_264,Ensure that Scroll to top when the button is clicked. (Variation 1),0,0,0,0,0,0,user_interface,1
89_aug_265,It is required to Scroll to top when the button is clicked. (Variation 2),0,0,0,0,0,0,user_interface,1
89_aug_266,The system shall Scroll to top when the button is clicked. (Variation 3),0,0,0,0,0,0,user_interface,1
90,API to fetch details for item 33.,0,1,0,0,0,1,api_endpoint,0
90_aug_267,Ensure that API to fetch details for item 33. (Variation 1),0,1,0,0,0,1,api_endpoint,1
90_aug_268,It is required to API to fetch details for item 33. (Variation 2),0,1,0,0,0,1,api_endpoint,1
90_aug_269,The system shall API to fetch details for item 33. (Variation 3),0,1,0,0,0,1,api_endpoint,1
91,Update the color scheme for component 4.,0,0,0,0,0,0,user_interface,0
91_aug_270,Ensure that Update the color scheme for component 4. (Variation 1),0,0,0,0,0,0,user_interface,1
91_aug_271,It is required to Update the color scheme for component 4. (Variation 2),0,0,0,0,0,0,user_interface,1
91_aug_272,The system shall Update the color scheme for component 4. (Variation 3),0,0,0,0,0,0,user_interface,1
92,Critical system 33 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
92_aug_273,Ensure that Critical system 33 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
92_aug_274,It is required to Critical system 33 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
92_aug_275,The system shall Critical system 33 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
93,Cache user session data in Redis.,0,0,1,0,0,0,data_storage,0
93_aug_276,Ensure that Cache user session data in Redis. (Variation 1),0,0,1,0,0,0,data_storage,1
93_aug_277,It is required to Cache user session data in Redis. (Variation 2),0,0,1,0,0,0,data_storage,1
93_aug_278,The system shall Cache user session data in Redis. (Variation 3),0,0,1,0,0,0,data_storage,1
94,Admin tool to modify transaction 36.,1,1,0,1,1,0,admin_function,0
94_aug_279,Ensure that Admin tool to modify transaction 36. (Variation 1),1,1,0,1,1,0,admin_function,1
94_aug_280,It is required to Admin tool to modify transaction 36. (Variation 2),1,1,0,1,1,0,admin_function,1
94_aug_281,The system shall Admin tool to modify transaction 36. (Variation 3),1,1,0,1,1,0,admin_function,1
95,Integration with Stripe to process a charge.,0,0,1,0,1,0,payment,0
95_aug_282,Ensure that Integration with Stripe to process a charge. (Variation 1),0,0,1,0,1,0,payment,1
95_aug_283,It is required to Integration with Stripe to process a charge. (Variation 2),0,0,1,0,1,0,payment,1
95_aug_284,The system shall Integration with Stripe to process a charge. (Variation 3),0,0,1,0,1,0,payment,1
96,Update the color scheme for component 23.,0,0,0,0,0,0,user_interface,0
96_aug_285,Ensure that Update the color scheme for component 23. (Variation 1),0,0,0,0,0,0,user_interface,1
96_aug_286,It is required to Update the color scheme for component 23. (Variation 2),0,0,0,0,0,0,user_interface,1
96_aug_287,The system shall Update the color scheme for component 23. (Variation 3),0,0,0,0,0,0,user_interface,1
97,API to fetch details for item 4.,0,1,0,0,0,1,api_endpoint,0
97_aug_288,Ensure that API to fetch details for item 4. (Variation 1),0,1,0,0,0,1,api_endpoint,1
97_aug_289,It is required to API to fetch details for item 4. (Variation 2),0,1,0,0,0,1,api_endpoint,1
97_aug_290,The system shall API to fetch details for item 4. (Variation 3),0,1,0,0,0,1,api_endpoint,1
98,Critical system 25 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
98_aug_291,Ensure that Critical system 25 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
98_aug_292,It is required to Critical system 25 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
98_aug_293,The system shall Critical system 25 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
99,Critical system 3 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
99_aug_294,Ensure that Critical system 3 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
99_aug_295,It is required to Critical system 3 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
99_aug_296,The system shall Critical system 3 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
100,Allow users to upload a profile picture.,0,1,0,1,0,0,file_upload,0
100_aug_297,Ensure that Allow users to upload a profile picture. (Variation 1),0,1,0,1,0,0,file_upload,1
100_aug_298,It is required to Allow users to upload a profile picture. (Variation 2),0,1,0,1,0,0,file_upload,1
100_aug_299,The system shall Allow users to upload a profile picture. (Variation 3),0,1,0,1,0,0,file_upload,1
101,Admin tool to modify transaction 25.,1,1,0,1,1,0,admin_function,0
101_aug_300,Ensure that Admin tool to modify transaction 25. (Variation 1),1,1,0,1,1,0,admin_function,1
101_aug_301,It is required to Admin tool to modify transaction 25. (Variation 2),1,1,0,1,1,0,admin_function,1
101_aug_302,The system shall Admin tool to modify transaction 25. (Variation 3),1,1,0,1,1,0,admin_function,1
102,Critical system 10 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
102_aug_303,Ensure that Critical system 10 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
102_aug_304,It is required to Critical system 10 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
102_aug_305,The system shall Critical system 10 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
103,Allow users to upload executable files to the server root via FTP.,1,1,0,1,1,1,file_upload,0
103_aug_306,Ensure that Allow users to upload executable files to the server root via FTP. (Variation 1),1,1,0,1,1,1,file_upload,1
103_aug_307,It is required to Allow users to upload executable files to the server root via FTP. (Variation 2),1,1,0,1,1,1,file_upload,1
103_aug_308,The system shall Allow users to upload executable files to the server root via FTP. (Variation 3),1,1,0,1,1,1,file_upload,1
104,API to fetch details for item 19.,0,1,0,0,0,1,api_endpoint,0
104_aug_309,Ensure that API to fetch details for item 19. (Variation 1),0,1,0,0,0,1,api_endpoint,1
104_aug_310,It is required to API to fetch details for item 19. (Variation 2),0,1,0,0,0,1,api_endpoint,1
104_aug_311,The system shall API to fetch details for item 19. (Variation 3),0,1,0,0,0,1,api_endpoint,1
105,Update the color scheme for component 22.,0,0,0,0,0,0,user_interface,0
105_aug_312,Ensure that Update the color scheme for component 22. (Variation 1),0,0,0,0,0,0,user_interface,1
105_aug_313,It is required to Update the color scheme for component 22. (Variation 2),0,0,0,0,0,0,user_interface,1
105_aug_314,The system shall Update the color scheme for component 22. (Variation 3),0,0,0,0,0,0,user_interface,1
106,Voter registration database with public search.,1,1,1,1,1,1,data_storage,0
106_aug_315,Ensure that Voter registration database with public search. (Variation 1),1,1,1,1,1,1,data_storage,1
106_aug_316,It is required to Voter registration database with public search. (Variation 2),1,1,1,1,1,1,data_storage,1
106_aug_317,The system shall Voter registration database with public search. (Variation 3),1,1,1,1,1,1,data_storage,1
107,API to fetch details for item 28.,0,1,0,0,0,1,api_endpoint,0
107_aug_318,Ensure that API to fetch details for item 28. (Variation 1),0,1,0,0,0,1,api_endpoint,1
107_aug_319,It is required to API to fetch details for item 28. (Variation 2),0,1,0,0,0,1,api_endpoint,1
107_aug_320,The system shall API to fetch details for item 28. (Variation 3),0,1,0,0,0,1,api_endpoint,1
108,Allow comments on blog posts.,0,0,0,1,0,1,user_interface,0
108_aug_321,Ensure that Allow comments on blog posts. (Variation 1),0,0,0,1,0,1,user_interface,1
108_aug_322,It is required to Allow comments on blog posts. (Variation 2),0,0,0,1,0,1,user_interface,1
108_aug_323,The system shall Allow comments on blog posts. (Variation 3),0,0,0,1,0,1,user_interface,1
109,API to fetch details for item 29.,0,1,0,0,0,1,api_endpoint,0
109_aug_324,Ensure that API to fetch details for item 29. (Variation 1),0,1,0,0,0,1,api_endpoint,1
109_aug_325,It is required to API to fetch details for item 29. (Variation 2),0,1,0,0,0,1,api_endpoint,1
109_aug_326,The system shall API to fetch details for item 29. (Variation 3),0,1,0,0,0,1,api_endpoint,1
110,Admin tool to modify transaction 4.,1,1,0,1,1,0,admin_function,0
110_aug_327,Ensure that Admin tool to modify transaction 4. (Variation 1),1,1,0,1,1,0,admin_function,1
110_aug_328,It is required to Admin tool to modify transaction 4. (Variation 2),1,1,0,1,1,0,admin_function,1
110_aug_329,The system shall Admin tool to modify transaction 4. (Variation 3),1,1,0,1,1,0,admin_function,1
111,Admin tool to modify transaction 11.,1,1,0,1,1,0,admin_function,0
111_aug_330,Ensure that Admin tool to modify transaction 11. (Variation 1),1,1,0,1,1,0,admin_function,1
111_aug_331,It is required to Admin tool to modify transaction 11. (Variation 2),1,1,0,1,1,0,admin_function,1
111_aug_332,The system shall Admin tool to modify transaction 11. (Variation 3),1,1,0,1,1,0,admin_function,1
112,Root level system configuration API.,1,1,1,1,1,1,admin_function,0
112_aug_333,Ensure that Root level system configuration API. (Variation 1),1,1,1,1,1,1,admin_function,1
112_aug_334,It is required to Root level system configuration API. (Variation 2),1,1,1,1,1,1,admin_function,1
112_aug_335,The system shall Root level system configuration API. (Variation 3),1,1,1,1,1,1,admin_function,1
113,Update the color scheme for component 5.,0,0,0,0,0,0,user_interface,0
113_aug_336,Ensure that Update the color scheme for component 5. (Variation 1),0,0,0,0,0,0,user_interface,1
113_aug_337,It is required to Update the color scheme for component 5. (Variation 2),0,0,0,0,0,0,user_interface,1
113_aug_338,The system shall Update the color scheme for component 5. (Variation 3),0,0,0,0,0,0,user_interface,1
114,Critical system 18 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
114_aug_339,Ensure that Critical system 18 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
114_aug_340,It is required to Critical system 18 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
114_aug_341,The system shall Critical system 18 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
115,API to fetch details for item 15.,0,1,0,0,0,1,api_endpoint,0
115_aug_342,Ensure that API to fetch details for item 15. (Variation 1),0,1,0,0,0,1,api_endpoint,1
115_aug_343,It is required to API to fetch details for item 15. (Variation 2),0,1,0,0,0,1,api_endpoint,1
115_aug_344,The system shall API to fetch details for item 15. (Variation 3),0,1,0,0,0,1,api_endpoint,1
116,Admin tool to modify transaction 39.,1,1,0,1,1,0,admin_function,0
116_aug_345,Ensure that Admin tool to modify transaction 39. (Variation 1),1,1,0,1,1,0,admin_function,1
116_aug_346,It is required to Admin tool to modify transaction 39. (Variation 2),1,1,0,1,1,0,admin_function,1
116_aug_347,The system shall Admin tool to modify transaction 39. (Variation 3),1,1,0,1,1,0,admin_function,1
117,Background job to send weekly email newsletters.,0,0,0,0,0,1,notification,0
117_aug_348,Ensure that Background job to send weekly email newsletters. (Variation 1),0,0,0,0,0,1,notification,1
117_aug_349,It is required to Background job to send weekly email newsletters. (Variation 2),0,0,0,0,0,1,notification,1
117_aug_350,The system shall Background job to send weekly email newsletters. (Variation 3),0,0,0,0,0,1,notification,1
118,Create a unit test for the sum function.,0,0,0,0,0,0,trivial,0
118_aug_351,Ensure that Create a unit test for the sum function. (Variation 1),0,0,0,0,0,0,trivial,1
118_aug_352,It is required to Create a unit test for the sum function. (Variation 2),0,0,0,0,0,0,trivial,1
118_aug_353,The system shall Create a unit test for the sum function. (Variation 3),0,0,0,0,0,0,trivial,1
119,Update the color scheme for component 17.,0,0,0,0,0,0,user_interface,0
119_aug_354,Ensure that Update the color scheme for component 17. (Variation 1),0,0,0,0,0,0,user_interface,1
119_aug_355,It is required to Update the color scheme for component 17. (Variation 2),0,0,0,0,0,0,user_interface,1
119_aug_356,The system shall Update the color scheme for component 17. (Variation 3),0,0,0,0,0,0,user_interface,1
120,Create a constant for the API base URL.,0,0,0,0,0,0,trivial,0
120_aug_357,Ensure that Create a constant for the API base URL. (Variation 1),0,0,0,0,0,0,trivial,1
120_aug_358,It is required to Create a constant for the API base URL. (Variation 2),0,0,0,0,0,0,trivial,1
120_aug_359,The system shall Create a constant for the API base URL. (Variation 3),0,0,0,0,0,0,trivial,1
121,Critical system 20 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
121_aug_360,Ensure that Critical system 20 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
121_aug_361,It is required to Critical system 20 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
121_aug_362,The system shall Critical system 20 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
122,Public form to submit support tickets with attachments.,0,0,1,1,0,1,file_upload,0
122_aug_363,Ensure that Public form to submit support tickets with attachments. (Variation 1),0,0,1,1,0,1,file_upload,1
122_aug_364,It is required to Public form to submit support tickets with attachments. (Variation 2),0,0,1,1,0,1,file_upload,1
122_aug_365,The system shall Public form to submit support tickets with attachments. (Variation 3),0,0,1,1,0,1,file_upload,1
123,Check if the list is empty before rendering.,0,0,0,0,0,0,trivial,0
123_aug_366,Ensure that Check if the list is empty before rendering. (Variation 1),0,0,0,0,0,0,trivial,1
123_aug_367,It is required to Check if the list is empty before rendering. (Variation 2),0,0,0,0,0,0,trivial,1
123_aug_368,The system shall Check if the list is empty before rendering. (Variation 3),0,0,0,0,0,0,trivial,1
124,Create a 'super admin' backdoor that accepts a master key to bypass login and download full DB.,1,1,1,1,1,1,admin_function,0
124_aug_369,Ensure that Create a 'super admin' backdoor that accepts a master key to bypass login and download full DB. (Variation 1),1,1,1,1,1,1,admin_function,1
124_aug_370,It is required to Create a 'super admin' backdoor that accepts a master key to bypass login and download full DB. (Variation 2),1,1,1,1,1,1,admin_function,1
124_aug_371,The system shall Create a 'super admin' backdoor that accepts a master key to bypass login and download full DB. (Variation 3),1,1,1,1,1,1,admin_function,1
125,Update the color scheme for component 3.,0,0,0,0,0,0,user_interface,0
125_aug_372,Ensure that Update the color scheme for component 3. (Variation 1),0,0,0,0,0,0,user_interface,1
125_aug_373,It is required to Update the color scheme for component 3. (Variation 2),0,0,0,0,0,0,user_interface,1
125_aug_374,The system shall Update the color scheme for component 3. (Variation 3),0,0,0,0,0,0,user_interface,1
126,API to fetch details for item 31.,0,1,0,0,0,1,api_endpoint,0
126_aug_375,Ensure that API to fetch details for item 31. (Variation 1),0,1,0,0,0,1,api_endpoint,1
126_aug_376,It is required to API to fetch details for item 31. (Variation 2),0,1,0,0,0,1,api_endpoint,1
126_aug_377,The system shall API to fetch details for item 31. (Variation 3),0,1,0,0,0,1,api_endpoint,1
127,API to retrieve public config.,0,0,0,0,0,1,api_endpoint,0
127_aug_378,Ensure that API to retrieve public config. (Variation 1),0,0,0,0,0,1,api_endpoint,1
127_aug_379,It is required to API to retrieve public config. (Variation 2),0,0,0,0,0,1,api_endpoint,1
127_aug_380,The system shall API to retrieve public config. (Variation 3),0,0,0,0,0,1,api_endpoint,1
128,Internal dashboard for sales stats.,1,1,0,0,0,0,reporting,0
128_aug_381,Ensure that Internal dashboard for sales stats. (Variation 1),1,1,0,0,0,0,reporting,1
128_aug_382,It is required to Internal dashboard for sales stats. (Variation 2),1,1,0,0,0,0,reporting,1
128_aug_383,The system shall Internal dashboard for sales stats. (Variation 3),1,1,0,0,0,0,reporting,1
129,Critical system 28 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
129_aug_384,Ensure that Critical system 28 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
129_aug_385,It is required to Critical system 28 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
129_aug_386,The system shall Critical system 28 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
130,Update the color scheme for component 7.,0,0,0,0,0,0,user_interface,0
130_aug_387,Ensure that Update the color scheme for component 7. (Variation 1),0,0,0,0,0,0,user_interface,1
130_aug_388,It is required to Update the color scheme for component 7. (Variation 2),0,0,0,0,0,0,user_interface,1
130_aug_389,The system shall Update the color scheme for component 7. (Variation 3),0,0,0,0,0,0,user_interface,1
131,Admin tool to modify transaction 7.,1,1,0,1,1,0,admin_function,0
131_aug_390,Ensure that Admin tool to modify transaction 7. (Variation 1),1,1,0,1,1,0,admin_function,1
131_aug_391,It is required to Admin tool to modify transaction 7. (Variation 2),1,1,0,1,1,0,admin_function,1
131_aug_392,The system shall Admin tool to modify transaction 7. (Variation 3),1,1,0,1,1,0,admin_function,1
132,Admin tool to modify transaction 0.,1,1,0,1,1,0,admin_function,0
132_aug_393,Ensure that Admin tool to modify transaction 0. (Variation 1),1,1,0,1,1,0,admin_function,1
132_aug_394,It is required to Admin tool to modify transaction 0. (Variation 2),1,1,0,1,1,0,admin_function,1
132_aug_395,The system shall Admin tool to modify transaction 0. (Variation 3),1,1,0,1,1,0,admin_function,1
133,Update the color scheme for component 21.,0,0,0,0,0,0,user_interface,0
133_aug_396,Ensure that Update the color scheme for component 21. (Variation 1),0,0,0,0,0,0,user_interface,1
133_aug_397,It is required to Update the color scheme for component 21. (Variation 2),0,0,0,0,0,0,user_interface,1
133_aug_398,The system shall Update the color scheme for component 21. (Variation 3),0,0,0,0,0,0,user_interface,1
134,Admin tool to modify transaction 2.,1,1,0,1,1,0,admin_function,0
134_aug_399,Ensure that Admin tool to modify transaction 2. (Variation 1),1,1,0,1,1,0,admin_function,1
134_aug_400,It is required to Admin tool to modify transaction 2. (Variation 2),1,1,0,1,1,0,admin_function,1
134_aug_401,The system shall Admin tool to modify transaction 2. (Variation 3),1,1,0,1,1,0,admin_function,1
135,API to verify credit card which stores the CVV and full number in logs.,1,1,1,1,1,1,payment,0
135_aug_402,Ensure that API to verify credit card which stores the CVV and full number in logs. (Variation 1),1,1,1,1,1,1,payment,1
135_aug_403,It is required to API to verify credit card which stores the CVV and full number in logs. (Variation 2),1,1,1,1,1,1,payment,1
135_aug_404,The system shall API to verify credit card which stores the CVV and full number in logs. (Variation 3),1,1,1,1,1,1,payment,1
136,Admin tool to modify transaction 31.,1,1,0,1,1,0,admin_function,0
136_aug_405,Ensure that Admin tool to modify transaction 31. (Variation 1),1,1,0,1,1,0,admin_function,1
136_aug_406,It is required to Admin tool to modify transaction 31. (Variation 2),1,1,0,1,1,0,admin_function,1
136_aug_407,The system shall Admin tool to modify transaction 31. (Variation 3),1,1,0,1,1,0,admin_function,1
137,Critical system 14 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
137_aug_408,Ensure that Critical system 14 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
137_aug_409,It is required to Critical system 14 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
137_aug_410,The system shall Critical system 14 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
138,Update the color scheme for component 15.,0,0,0,0,0,0,user_interface,0
138_aug_411,Ensure that Update the color scheme for component 15. (Variation 1),0,0,0,0,0,0,user_interface,1
138_aug_412,It is required to Update the color scheme for component 15. (Variation 2),0,0,0,0,0,0,user_interface,1
138_aug_413,The system shall Update the color scheme for component 15. (Variation 3),0,0,0,0,0,0,user_interface,1
139,Create a function to convert Celsius to Fahrenheit.,0,0,0,0,0,0,trivial,0
139_aug_414,Ensure that Create a function to convert Celsius to Fahrenheit. (Variation 1),0,0,0,0,0,0,trivial,1
139_aug_415,It is required to Create a function to convert Celsius to Fahrenheit. (Variation 2),0,0,0,0,0,0,trivial,1
139_aug_416,The system shall Create a function to convert Celsius to Fahrenheit. (Variation 3),0,0,0,0,0,0,trivial,1
140,Critical system 16 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
140_aug_417,Ensure that Critical system 16 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
140_aug_418,It is required to Critical system 16 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
140_aug_419,The system shall Critical system 16 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
141,Critical system 21 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
141_aug_420,Ensure that Critical system 21 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
141_aug_421,It is required to Critical system 21 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
141_aug_422,The system shall Critical system 21 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
142,Update the color scheme for component 18.,0,0,0,0,0,0,user_interface,0
142_aug_423,Ensure that Update the color scheme for component 18. (Variation 1),0,0,0,0,0,0,user_interface,1
142_aug_424,It is required to Update the color scheme for component 18. (Variation 2),0,0,0,0,0,0,user_interface,1
142_aug_425,The system shall Update the color scheme for component 18. (Variation 3),0,0,0,0,0,0,user_interface,1
143,Critical system 4 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
143_aug_426,Ensure that Critical system 4 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
143_aug_427,It is required to Critical system 4 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
143_aug_428,The system shall Critical system 4 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
144,API to fetch details for item 20.,0,1,0,0,0,1,api_endpoint,0
144_aug_429,Ensure that API to fetch details for item 20. (Variation 1),0,1,0,0,0,1,api_endpoint,1
144_aug_430,It is required to API to fetch details for item 20. (Variation 2),0,1,0,0,0,1,api_endpoint,1
144_aug_431,The system shall API to fetch details for item 20. (Variation 3),0,1,0,0,0,1,api_endpoint,1
145,Critical system 9 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
145_aug_432,Ensure that Critical system 9 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
145_aug_433,It is required to Critical system 9 handling sensitive PII and payments. (Variation 2),1,1,1,1,1,1,integration,1
145_aug_434,The system shall Critical system 9 handling sensitive PII and payments. (Variation 3),1,1,1,1,1,1,integration,1
146,Update the color scheme for component 20.,0,0,0,0,0,0,user_interface,0
146_aug_435,Ensure that Update the color scheme for component 20. (Variation 1),0,0,0,0,0,0,user_interface,1
146_aug_436,It is required to Update the color scheme for component 20. (Variation 2),0,0,0,0,0,0,user_interface,1
146_aug_437,The system shall Update the color scheme for component 20. (Variation 3),0,0,0,0,0,0,user_interface,1
147,Critical system 12 handling sensitive PII and payments.,1,1,1,1,1,1,integration,0
147_aug_438,Ensure that Critical system 12 handling sensitive PII and payments. (Variation 1),1,1,1,1,1,1,integration,1
